#{"t_start": 1520198334.3275125, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,4.37431
0.0,129,4.832318
0.0,127,5.214621
9.0,421,6.86357
2.0,224,7.925603
2.0,220,8.87223
1.0,171,9.487581
2.0,222,10.354551
1.0,157,10.910712
1.0,172,11.435135
0.0,129,11.813381
4.0,280,12.650685
4.0,299,13.557292
3.0,249,14.299692
2.0,201,14.898337
0.0,123,15.26776
1.0,157,15.732855
0.0,129,16.11561
0.0,127,16.63699
2.0,220,17.59865
3.0,237,18.705651
0.0,129,19.239844
2.0,204,20.14599
2.0,223,21.015377
1.0,155,21.56881
6.0,398,23.241678
2.0,220,24.269331
0.0,127,24.801977
1.0,173,25.572319
2.0,222,26.537173
2.0,200,27.370039
1.0,159,28.107597
0.0,127,28.622542
1.0,153,29.330118
1.0,173,30.126012
0.0,129,30.731009
0.0,127,31.373738
2.0,202,32.338525
5.0,332,33.840834
2.0,222,34.853626
4.0,301,36.267837
1.0,176,37.096886
0.0,127,37.705259
0.0,129,38.343927
0.0,127,38.934572
0.0,129,39.583431
3.0,254,40.789168
1.0,176,41.645027
1.0,176,42.510576
1.0,173,43.239613
0.0,129,43.791891
1.0,175,44.643528
0.0,129,45.257554
0.0,129,45.83705
1.0,176,46.774867
1.0,175,47.575897
1.0,157,48.234104
2.0,220,49.593232
3.0,276,51.921992
4.0,301,54.470699
0.0,127,55.501905
2.0,220,57.275683
0.0,127,58.292543
0.0,125,59.320679
2.0,205,60.903187
0.0,127,61.856124
0.0,129,62.863733
0.0,127,63.869519
3.0,270,66.09537
1.0,157,67.385255
3.0,270,69.562269
0.0,127,70.461861
2.0,185,71.835092
2.0,188,73.21976
0.0,129,74.233952
2.0,203,75.829804
1.0,157,76.971279
1.0,153,78.177119
5.0,329,80.614061
0.0,129,81.567613
0.0,125,82.517465
0.0,127,83.435471
1.0,157,84.564706
1.0,175,86.004672
0.0,127,86.886926
3.0,270,88.718137
2.0,224,90.331048
0.0,129,91.272879
0.0,129,92.195917
1.0,170,93.4726
0.0,127,94.40152
2.0,206,95.694229
3.0,269,97.747009
0.0,125,98.584846
1.0,153,99.727061
0.0,127,100.643975
2.0,185,102.187773
0.0,129,103.333339
0.0,125,104.245765
2.0,222,106.216712
1.0,172,107.589086
0.0,129,108.632426
2.0,203,110.353305
1.0,153,111.581291
0.0,129,112.576487
0.0,127,113.53533
0.0,129,114.62532
0.0,125,115.478152
